img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_modern-luxury-villa-with-swimming-pool-daylight_666430219.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-small-barn_957038279.jpg,1,1,0.7969,0.8746,1.0000,0.9618,0.7717,0.9803,0.1930,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-outdoors-with-blurred-city-lights_617361057.jpg,1,1,0.9988,0.9926,1.0000,1.0000,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_79.jpg,0,0,0.1491,0.0001,0.0014,0.0001,0.8836,0.0089,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_suburban-residential-street-with-family-houses_850826209.jpg,1,1,0.9963,0.9999,1.0000,0.9792,0.9985,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_classic-New-York-brownstone-street-autumn-leaves_551208306.jpg,1,1,0.9055,0.9994,0.9022,0.9607,1.0000,1.0000,0.5709,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_783.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-toddler-with-blond-hair-sitting-on-the-grass_365830216.jpg,1,1,0.9999,1.0000,0.9998,1.0000,1.0000,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_autumn-forest-with-colorful-leaves-path-covered-in-foliage_661051533.jpg,1,1,0.9996,0.9998,0.9999,1.0000,1.0000,1.0000,0.9978,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1351.jpg,0,0,0.0654,0.0877,0.1601,0.0008,0.0278,0.0000,0.1158,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1734.jpg,0,0,0.0364,0.0041,0.1910,0.0000,0.0000,0.0019,0.0214,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_583.jpg,0,0,0.1200,0.0003,0.0014,0.0460,0.6711,0.0010,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_988.png,0,0,0.0015,0.0055,0.0001,0.0000,0.0034,0.0000,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_inpainting_add-lip-piercing_34327535.jpg,1,1,0.9996,0.9996,1.0000,0.9990,1.0000,0.9993,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_421.jpg,0,0,0.2903,0.0143,0.0310,0.7028,0.0004,0.9916,0.0020,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1970.png,0,0,0.0008,0.0000,0.0000,0.0024,0.0023,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_697.jpg,0,0,0.0025,0.0001,0.0003,0.0001,0.0142,0.0001,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_river-in-foggy-morning_549309977.jpg,1,1,0.6660,0.9991,0.2249,0.5015,0.9578,0.3458,0.9666,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_972.png,0,0,0.0005,0.0000,0.0000,0.0026,0.0003,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_275139576.jpg,1,1,0.9847,0.9995,1.0000,0.9733,0.9473,0.9922,0.9961,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_921.jpg,0,0,0.1799,0.0031,0.2325,0.0037,0.0598,0.0043,0.7763,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_105.jpg,0,0,0.3302,0.0103,0.5839,0.1466,0.6135,0.6260,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-shop-sign_732492872.jpg,1,1,0.7890,0.9803,0.9988,0.1183,0.9992,0.9919,0.6457,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_classic-New-York-brownstone-street-autumn-leaves_630219580.jpg,1,1,0.9748,1.0000,1.0000,1.0000,0.9516,0.9999,0.8975,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_289.jpg,0,0,0.1292,0.6533,0.0023,0.0001,0.0012,0.1132,0.0051,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_647.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_juggernaut_xl_v9_studio-portrait-of-a-middle-aged-Caucasian-woman-with-freckl_636873049.jpg,1,1,1.0000,1.0000,1.0000,1.0000,0.9999,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_48.jpg,0,1,0.5071,0.1775,0.3854,0.0162,0.9951,0.9944,0.4739,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_850.jpg,0,0,0.0272,0.0046,0.0008,0.0032,0.0078,0.0003,0.1462,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_710.png,0,0,0.0398,0.0000,0.0000,0.0005,0.0000,0.0002,0.2378,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1560.png,0,0,0.3521,0.0029,0.6510,0.7810,0.0156,0.6623,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_2038.png,0,0,0.0131,0.0000,0.0602,0.0009,0.0092,0.0071,0.0013,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-young-woman-with-glasses-in-a-library_470406377.jpg,1,1,0.9999,0.9999,1.0000,0.9999,0.9999,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_skyscraper-under-blue-sky_283614548.jpg,1,1,0.9780,0.9831,1.0000,0.9067,0.9808,0.9996,0.9980,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_938.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_486.jpg,0,0,0.0176,0.0022,0.0130,0.0123,0.0002,0.0770,0.0008,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_inpainting_add-eyeglasses_196357165.jpg,1,1,0.9825,0.9990,1.0000,0.9642,0.9996,0.9326,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_994.png,0,0,0.0046,0.0000,0.0007,0.0228,0.0039,0.0002,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_desert-under-bright-sun_505234799.jpg,1,1,0.9999,1.0000,1.0000,0.9997,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_foggy-forest_343152573.jpg,1,1,0.9997,0.9998,1.0000,0.9981,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_221.jpg,0,0,0.0098,0.0002,0.0095,0.0000,0.0489,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-in-urban-street-view_608375598.jpg,1,1,0.9987,0.9970,1.0000,0.9953,1.0000,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_200.png,0,0,0.0010,0.0000,0.0048,0.0004,0.0003,0.0006,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_547.jpg,0,0,0.0203,0.0526,0.0523,0.0004,0.0022,0.0138,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_frozen-lake-with-snow-covered-pine-trees_619303397.jpg,1,1,0.9698,0.9957,0.9298,0.9126,0.9826,0.9989,0.9989,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_872.jpg,0,0,0.0002,0.0000,0.0006,0.0001,0.0001,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1413.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-houses-along-a-canal-daytime_261704065.jpg,1,1,0.9999,1.0000,1.0000,1.0000,1.0000,1.0000,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-young-Black-woman-with-braids-golden-hour-ligh_157243285.jpg,1,1,0.9998,1.0000,1.0000,1.0000,0.9987,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_1011.jpg,0,0,0.0298,0.0000,0.0064,0.0001,0.1721,0.0001,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_655.jpg,0,0,0.0003,0.0002,0.0000,0.0001,0.0005,0.0001,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308.jpg,1,1,0.7248,0.9685,0.3831,0.0817,0.9863,0.9890,0.9403,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_473.jpg,0,0,0.0240,0.0001,0.0050,0.0001,0.1371,0.0000,0.0017,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_inpainting_add-nose-piercing_944284574.jpg,1,1,0.9629,0.9999,1.0000,0.8127,0.9663,0.9985,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_savannah-landscape-with-acacia-trees-golden-hour_510173761.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1722.png,0,0,0.0016,0.0000,0.0002,0.0011,0.0019,0.0001,0.0061,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-fire-hydrant_846594625.jpg,1,0,0.4108,0.7491,0.1034,0.0821,0.2169,0.6163,0.6970,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_654.jpg,0,0,0.0141,0.0016,0.0675,0.0007,0.0127,0.0001,0.0019,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_719679948.jpg,1,1,0.9844,0.9983,0.9660,0.9988,0.9631,1.0000,0.9799,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_modern-glass-facade-daylight_443516367.jpg,1,1,0.9167,0.9721,0.9563,0.7293,0.9897,0.9942,0.8584,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_398.png,0,0,0.0189,0.0001,0.0906,0.0093,0.0002,0.0132,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_modern-glass-skyscraper-in-city-center-photographed-at-dusk_906698074.jpg,1,1,0.9895,1.0000,0.9725,0.9886,0.9981,0.9977,0.9800,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-cloudy-weather_283602088.jpg,1,1,0.9989,0.9998,1.0000,0.9935,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1935.png,0,0,0.0001,0.0001,0.0000,0.0005,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_538.JPG,0,0,0.0001,0.0000,0.0007,0.0000,0.0000,0.0000,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_hills-under-stormy-clouds_886812784.jpg,1,1,0.9944,0.9998,1.0000,0.9991,1.0000,0.9999,0.9677,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-lip-piercing_335192628.jpg,1,1,0.9878,0.9898,0.9932,0.9451,0.9996,0.9998,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_265.jpg,0,0,0.0060,0.0246,0.0000,0.0108,0.0000,0.0004,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-blush-on-cheeks_760189924.jpg,1,1,0.9795,0.9994,1.0000,0.8792,1.0000,0.9990,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_720.jpg,0,0,0.0022,0.0001,0.0030,0.0000,0.0100,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1771.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_73.jpg,0,0,0.0031,0.0020,0.0005,0.0049,0.0034,0.0063,0.0015,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_503500182.jpg,1,1,0.9976,1.0000,0.9997,1.0000,1.0000,0.9858,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_2033.jpg,0,0,0.0774,0.0000,0.0364,0.0895,0.0035,0.0054,0.3297,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1606.jpg,0,0,0.0915,0.0084,0.1388,0.0026,0.0974,0.0768,0.2248,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_traditional-Japanese-wooden-house-garden-with-lanterns_772649235.jpg,1,1,0.9999,1.0000,1.0000,0.9998,0.9998,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_Greek-island-whitewashed-buildings-with-blue-roofs_107064621.jpg,1,1,0.9999,1.0000,1.0000,0.9997,1.0000,0.9999,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-single-bird-in-sky_235799635.jpg,1,1,0.9981,0.9998,1.0000,0.9901,0.9998,1.0000,0.9989,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_inpainting_add-parked-bicycle_671424175.jpg,1,1,0.9693,0.9973,1.0000,0.9266,1.0000,1.0000,0.8919,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_508.jpg,0,0,0.0128,0.0195,0.0109,0.0186,0.0250,0.0029,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_spring-scene-with-green-leaves_764369270.jpg,1,1,0.9944,0.9998,0.9781,0.9992,0.9997,0.9955,0.9939,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-colonial-houses-in-Latin-America_442437193.jpg,1,1,0.9987,0.9996,0.9999,0.9949,1.0000,1.0000,0.9974,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_ancient-Roman-amphitheater-ruins_413600441.jpg,1,1,0.9978,0.9999,1.0000,0.9875,1.0000,1.0000,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_509.jpg,0,0,0.1328,0.0000,0.0005,0.0000,0.0013,0.7808,0.0143,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_556.png,0,0,0.0144,0.0000,0.0000,0.0001,0.0375,0.0000,0.0488,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1586.png,0,0,0.0006,0.0000,0.0000,0.0000,0.0001,0.0000,0.0033,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_desert-under-bright-sun_238642890.jpg,1,1,0.9978,0.9997,0.9892,0.9997,0.9997,0.9996,0.9988,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-bench-near-wall_276320456.jpg,1,1,0.9932,0.9990,0.9995,0.9768,0.9999,0.9972,0.9870,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1228.jpg,0,0,0.2151,0.0000,0.1829,0.0011,0.0592,0.8550,0.1927,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_tropical-beach-with-palm-trees-turquoise-water_908314406.jpg,1,1,0.8874,0.9999,0.9984,0.9991,0.9998,0.3274,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_241.jpg,0,0,0.0383,0.0032,0.0013,0.0000,0.0005,0.1020,0.1224,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-middle-aged-Hispanic-man-short-hair-warm-tone-_882403819.jpg,1,1,0.9999,1.0000,1.0000,0.9996,1.0000,0.9999,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1784.JPG,0,0,0.0001,0.0000,0.0003,0.0000,0.0000,0.0003,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_close-up-of-a-young-child-with-face-paint-festival-backgroun_681594898.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_dramatic-thunderstorm-over-open-fields_635540031.jpg,1,1,0.9946,0.9995,0.9969,0.9907,0.9992,0.9998,0.9814,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_17.jpg,0,0,0.0330,0.0001,0.0011,0.1886,0.0065,0.0004,0.0015,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1042.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_130409445.jpg,1,1,0.9540,0.9960,1.0000,0.7869,1.0000,0.9956,0.9458,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_551.jpg,0,0,0.4225,0.0010,0.7231,0.0011,0.0005,0.9861,0.8231,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_107518428.jpg,1,1,0.9745,0.9960,0.9997,0.8690,1.0000,0.9954,0.9869,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_futuristic-office-tower-with-curved-glass-blue-sky_876928441.jpg,1,1,0.8772,0.9986,0.9963,0.5807,0.9998,0.7136,0.9742,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-tent-in-field_637811136.jpg,1,1,0.9947,0.9971,1.0000,0.9849,1.0000,0.9999,0.9862,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_Greek-island-whitewashed-buildings-with-blue-roofs_972657074.jpg,1,1,1.0000,1.0000,1.0000,0.9999,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-hoodie-hood-on-head_785756970.jpg,1,1,0.9822,0.9993,0.9997,0.8963,1.0000,0.9992,0.9986,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-bluetooth-earpiece_462114583.jpg,1,1,0.9805,0.9990,0.9999,0.9375,0.9556,0.9990,0.9922,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_70.png,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_581.jpg,0,0,0.0404,0.0000,0.0049,0.2328,0.0014,0.0011,0.0020,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_172.jpg,0,0,0.0008,0.0000,0.0012,0.0000,0.0033,0.0001,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1570.png,0,0,0.0002,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_231.jpg,0,0,0.0296,0.0237,0.0006,0.1418,0.0069,0.0034,0.0013,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_group-photo-of-three-friends-mixed-ethnicities-laughing-in-a_153407201.jpg,1,1,0.9386,1.0000,1.0000,0.6317,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_551323129.jpg,1,1,0.9940,0.9994,1.0000,0.9772,0.9996,0.9961,0.9917,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1210.jpg,0,0,0.0995,0.0000,0.0230,0.0936,0.0012,0.0019,0.4774,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_801.jpg,0,0,0.0008,0.0002,0.0009,0.0003,0.0021,0.0000,0.0014,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1087.jpg,0,0,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_1470.JPG,0,0,0.0031,0.0162,0.0000,0.0000,0.0016,0.0002,0.0008,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_43303807.jpg,1,1,0.9529,0.9992,1.0000,0.7473,0.9996,0.9921,0.9792,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_197.png,0,0,0.0001,0.0000,0.0001,0.0001,0.0004,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1332.png,0,0,0.0006,0.0000,0.0002,0.0015,0.0011,0.0000,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_snowy-mountain-slope_729835593.jpg,1,1,0.9993,0.9999,1.0000,1.0000,1.0000,0.9962,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_436.jpg,0,0,0.0006,0.0000,0.0001,0.0000,0.0000,0.0027,0.0010,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422.jpg,1,1,0.9401,0.9941,1.0000,0.9999,0.9227,0.7245,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_river-in-bright-daylight_393624576.jpg,1,1,0.9979,0.9993,1.0000,0.9913,0.9988,1.0000,0.9981,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_desert-plateau-with-cacti-midday-sun_122824733.jpg,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_juggernaut_xl_v9_vast-tundra-under-cloudy-sky-lonely-feeling_909644408.jpg,1,1,0.9972,0.9945,0.9992,0.9901,0.9997,1.0000,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_483.jpg,0,1,0.5406,0.4314,0.7169,0.3930,0.7443,0.9380,0.0200,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_desert-adobe-houses-warm-sunset-light_649252435.jpg,1,1,0.9783,1.0000,0.9816,0.9179,0.9992,0.9712,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_1717.png,0,0,0.0046,0.0000,0.0000,0.0000,0.0003,0.0076,0.0195,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_2100.jpg,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_460.jpg,0,0,0.0001,0.0001,0.0008,0.0000,0.0000,0.0000,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_inpainting_add-mailbox-on-wall_554965530.jpg,1,1,0.9891,0.9992,1.0000,0.9695,0.9848,0.9857,0.9953,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\lhq_727.png,0,0,0.3140,0.5504,0.3120,0.5336,0.3200,0.1413,0.0267,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\architecture_964.jpg,0,0,0.0677,0.1854,0.0015,0.0018,0.0263,0.1325,0.0590,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-daylight_755309459.jpg,1,1,0.9998,0.9999,1.0000,0.9992,1.0000,1.0000,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test\0_real\celeba_547.jpg,0,0,0.0010,0.0001,0.0007,0.0000,0.0052,0.0002,0.0000,,,,,,
